,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1441.0,1668.0,1631.0,1941.0,2292.0,2410.0,2359.0,2653.0,2783.0,2914.0,2790.0,2702.0
Expenses,,1240.0,1427.0,1400.0,1639.0,1964.0,1998.0,1861.0,2235.0,2442.0,2505.0,2405.0,2328.0
Operating Profit,,201.0,241.0,231.0,302.0,328.0,413.0,498.0,418.0,341.0,409.0,385.0,374.0
OPM %,,14.0,14.0,14.0,16.0,14.0,17.0,21.0,16.0,12.0,14.0,14.0,14.0
Other Income,,0.0,7.0,14.0,4.0,12.0,8.0,22.0,23.0,16.0,29.0,27.0,46.0
Interest,,18.0,23.0,15.0,9.0,9.0,19.0,19.0,17.0,22.0,21.0,24.0,22.0
Depreciation,,40.0,47.0,51.0,54.0,62.0,109.0,110.0,114.0,125.0,147.0,158.0,157.0
Profit before tax,,143.0,178.0,178.0,244.0,268.0,292.0,391.0,311.0,210.0,269.0,230.0,241.0
Tax %,,28.0,32.0,33.0,34.0,35.0,22.0,25.0,25.0,26.0,26.0,26.0,26.0
Net Profit,,103.0,120.0,120.0,161.0,175.0,226.0,292.0,233.0,154.0,200.0,170.0,179.0
EPS in Rs,,4.29,5.01,4.99,6.69,7.07,9.11,11.74,9.35,6.21,8.05,6.84,7.2
Dividend Payout %,,6.0,6.0,10.0,11.0,13.0,14.0,21.0,27.0,40.0,37.0,44.0,0.0
Sales Growth %,Sales,22.15,15.75,-2.19,19.0,18.08,5.17,-2.13,12.47,4.88,4.72,-4.27,-3.13
Material Cost %,Expenses,38.68,42.45,44.5,45.49,46.78,43.12,42.53,45.86,47.95,41.86,41.19,40.82
Manufacturing Cost %,Expenses,19.24,13.34,12.93,12.38,14.08,15.46,13.26,15.03,15.59,17.27,17.5,0.0
Employee Cost %,Expenses,9.33,9.64,10.85,11.03,11.28,12.2,12.78,12.61,12.33,13.35,14.36,15.24
Other Cost %,Expenses,18.81,20.13,17.56,15.53,13.56,12.12,10.34,10.74,11.88,13.49,13.16,30.1
Exceptional items,Other Income,-0.02,3.35,0.01,0.5,-0.16,-0.03,6.73,-0.6,-2.55,0.0,0.0,0.0
Other income normal,Other Income,0.23,3.37,13.6,3.96,11.92,7.98,15.36,23.72,18.57,28.86,26.96,46.2
Exceptional items AT,Net Profit,-0.0,2.0,0.0,0.0,-0.0,-0.0,5.0,-0.0,-2.0,0.0,0.0,0.0
Profit excl Excep,Net Profit,103.0,118.0,120.0,161.0,176.0,226.0,287.0,233.0,156.0,200.0,170.0,179.0
Profit for PE,Net Profit,103.0,118.0,120.0,161.0,176.0,226.0,287.0,233.0,156.0,200.0,170.0,179.0
Profit for EPS,Net Profit,103.0,120.0,120.0,161.0,175.0,226.0,292.0,233.0,154.0,200.0,170.0,179.0
Profit Growth %,Net Profit,56.0,15.0,2.0,34.0,9.0,29.0,27.0,-19.0,-33.0,28.0,-15.0,5.0
