,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,3887.0,5256.0,6604.0,8878.0,11078.0,9513.0,10775.0,7151.0,8500.0,9523.0,9415.0,10417.0
Expenses,,1481.0,1987.0,2759.0,3592.0,4507.0,7034.0,6609.0,3947.0,5667.0,6252.0,6033.0,7327.0
Operating Profit,,2406.0,3269.0,3845.0,5286.0,6571.0,2479.0,4166.0,3204.0,2833.0,3271.0,3382.0,3090.0
OPM %,,62.0,62.0,58.0,60.0,59.0,26.0,39.0,45.0,33.0,34.0,36.0,30.0
Other Income,,7.0,12.0,15.0,42.0,88.0,89.0,74.0,158.0,264.0,79.0,104.0,372.0
Interest,,1832.0,2620.0,2810.0,3876.0,4783.0,4793.0,3834.0,2984.0,2575.0,2786.0,2537.0,2492.0
Depreciation,,72.0,90.0,106.0,104.0,132.0,232.0,260.0,151.0,138.0,126.0,147.0,144.0
Profit before tax,,510.0,571.0,943.0,1349.0,1744.0,-2457.0,146.0,227.0,385.0,437.0,802.0,827.0
Tax %,,40.0,41.0,42.0,38.0,40.0,-17.0,-74.0,7.0,-5.0,-21.0,33.0,18.0
Net Profit,,326.0,383.0,563.0,837.0,1044.0,-2044.0,254.0,212.0,406.0,528.0,536.0,680.0
EPS in Rs,,4.15,5.09,7.32,9.43,10.67,-21.89,2.84,2.0,3.65,4.46,4.22,5.78
Dividend Payout %,,24.0,25.0,18.0,14.0,12.0,0.0,49.0,69.0,39.0,32.0,35.0,26.0
Sales Growth %,Sales,53.32,35.21,25.66,34.43,24.77,-14.12,13.26,-33.63,18.87,12.03,-1.14,10.64
Manufacturing Cost %,Expenses,1.0,1.0,1.0,1.0,7.0,8.0,16.0,25.0,22.0,29.0,28.0,0.0
Employee Cost %,Expenses,18.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,13.0,13.0,14.0,13.0
Other Cost %,Expenses,19.0,20.0,24.0,24.0,19.0,51.0,31.0,16.0,32.0,24.0,22.0,57.0
Exceptional items,Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0
Other income normal,Other Income,7.0,12.0,15.0,42.0,88.0,89.0,74.0,158.0,264.0,79.0,104.0,471.0
Profit from Associates,Net Profit,18.0,48.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minority share,Net Profit,2.0,31.0,46.0,26.0,-49.0,-1.0,11.0,-23.0,-61.0,-107.0,-137.0,-134.0
Exceptional items AT,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0
Profit excl Excep,Net Profit,326.0,383.0,563.0,837.0,1044.0,-2044.0,254.0,212.0,406.0,528.0,536.0,762.0
Profit for PE,Net Profit,329.0,414.0,609.0,863.0,995.0,-2045.0,265.0,189.0,344.0,421.0,399.0,612.0
Profit for EPS,Net Profit,329.0,414.0,609.0,863.0,995.0,-2045.0,265.0,189.0,344.0,421.0,399.0,547.0
Profit Growth %,Net Profit,48.0,26.0,47.0,42.0,15.0,-306.0,113.0,-29.0,82.0,22.0,-5.0,53.0
