,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,40.0,112.0,136.0,380.0,501.0,656.0,914.0,1228.0
Expenses,,94.0,136.0,132.0,392.0,473.0,618.0,842.0,1166.0
Operating Profit,,-54.0,-24.0,3.0,-12.0,29.0,38.0,72.0,62.0
OPM %,,-134.0,-22.0,2.0,-3.0,6.0,6.0,8.0,5.0
Other Income,,2.0,1.0,3.0,5.0,4.0,39.0,23.0,45.0
Interest,,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0
Depreciation,,4.0,2.0,2.0,8.0,11.0,13.0,10.0,15.0
Profit before tax,,-57.0,-27.0,3.0,-18.0,21.0,61.0,82.0,89.0
Tax %,,0.0,0.0,-179.0,20.0,-13.0,-20.0,26.0,19.0
Net Profit,,-57.0,-27.0,8.0,-21.0,23.0,73.0,60.0,71.0
EPS in Rs,,-1330.01,-616.97,174.59,-0.66,0.58,2.03,1.54,1.65
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sales Growth %,Sales,,176.44,21.48,179.99,32.05,30.85,39.4,34.32
Manufacturing Cost %,Expenses,16.0,9.0,0.0,2.0,2.0,2.0,2.0,0.0
Employee Cost %,Expenses,75.0,31.0,26.0,25.0,25.0,22.0,18.0,18.0
Other Cost %,Expenses,142.0,82.0,71.0,76.0,67.0,71.0,73.0,77.0
Exceptional items,Other Income,1.47,0.01,0.41,0.86,-9.26,34.94,10.31,-2.8
Other income normal,Other Income,0.82,1.35,2.43,4.5,12.97,3.99,12.31,47.31
Minority share,Net Profit,0.0,0.0,0.0,-3.0,-2.0,3.0,-0.0,1.0
Exceptional items AT,Net Profit,1.0,0.0,0.0,1.0,-6.0,35.0,8.0,-2.0
Profit excl Excep,Net Profit,-59.0,-27.0,7.0,-22.0,29.0,38.0,53.0,74.0
Profit for PE,Net Profit,-59.0,-27.0,7.0,-25.0,27.0,41.0,53.0,74.0
Profit for EPS,Net Profit,-57.0,-27.0,8.0,-24.0,22.0,76.0,60.0,72.0
Profit Growth %,Net Profit,,55.0,127.0,-453.0,207.0,51.0,28.0,41.0
