,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1996.0,1953.0,2854.0,6751.0,11398.0,14444.0,26537.0
Expenses,,1903.0,1868.0,2748.0,5915.0,9823.0,11723.0,20628.0
Operating Profit,,93.0,85.0,106.0,836.0,1574.0,2722.0,5909.0
OPM %,,4.7,4.3,3.7,12.0,14.0,19.0,22.0
Other Income,,25.0,45.0,97.0,88.0,576.0,398.0,413.0
Interest,,34.0,31.0,41.0,82.0,140.0,152.0,280.0
Depreciation,,27.0,29.0,43.0,164.0,277.0,402.0,990.0
Profit before tax,,57.0,70.0,118.0,677.0,1734.0,2565.0,5052.0
Tax %,,31.0,31.0,33.0,26.0,27.0,25.0,23.0
Net Profit,,39.0,48.0,80.0,500.0,1274.0,1928.0,3884.0
EPS in Rs,,2.12,2.5,3.84,24.49,62.76,65.0,129.02
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sales Growth %,Sales,,-2.0,46.0,137.0,69.0,27.0,84.0
Material Cost %,Expenses,82.0,83.0,81.0,76.0,77.0,71.0,68.0
Manufacturing Cost %,Expenses,7.0,8.0,10.0,7.0,2.0,2.0,0.0
Employee Cost %,Expenses,3.0,3.0,2.0,2.0,2.0,2.0,2.0
Other Cost %,Expenses,4.0,3.0,3.0,3.0,6.0,6.0,7.0
Exceptional items,Other Income,-0.0,4.0,1.0,-15.0,373.0,10.0,-295.0
Other income normal,Other Income,25.0,40.0,96.0,103.0,204.0,388.0,708.0
Minority share,Net Profit,3.0,1.0,-4.0,-18.0,-37.0,-61.0,-173.0
Exceptional items AT,Net Profit,-0.0,3.0,0.0,-11.0,257.0,7.0,-225.0
Profit excl Excep,Net Profit,39.0,45.0,79.0,511.0,1018.0,1921.0,4109.0
Profit for PE,Net Profit,42.0,46.0,75.0,494.0,988.0,1860.0,3926.0
Profit for EPS,Net Profit,42.0,49.0,76.0,483.0,1237.0,1867.0,3711.0
Profit Growth %,Net Profit,,10.0,63.0,556.0,100.0,88.0,111.0
