date,symbol,event
2020-05-29,POLYMED,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.50× weekly, month 2.83×, ladder rising)"
2020-05-29,TATACONSUM,fresh signal REFUSED — falling earnings power
2020-06-01,EIDPARRY,"BUY ₹10.06 at ₹198.00 (fresh Friday signal — BUY: 6.29× weekly, month 2.35×, ladder rising; stop ₹132.60; charges ₹0.01)"
2020-06-01,IGL,"BUY ₹7.71 at ₹233.50 (fresh Friday signal — ACCUMULATE: 2.70× weekly, month 1.68×, ladder rising; stop ₹208.81; charges ₹0.01)"
2020-06-05,APLLTD,RAISE STOP ₹694.45 → ₹785.37 (new box ₹826.70–₹915.00 sealed)
2020-06-05,APOLLO,RAISE STOP ₹6.07 → ₹7.57 (new box ₹8.03–₹9.55 sealed)
2020-06-05,SYNGENE,RAISE STOP ₹285.95 → ₹323.19 (new box ₹340.20–₹382.00 sealed)
2020-06-12,DEEPAKNTR,"SELL ₹9.56 at stop ₹474.05 (-0.1%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-06-12,GRANULES,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.46× weekly, month 2.65×, ladder rising)"
2020-06-12,HEROMOTOCO,fresh signal REFUSED — falling earnings power
2020-06-12,JUBLPHARMA,fresh signal REFUSED — falling earnings power
2020-06-12,KIRLOSBROS,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.69× weekly, month 2.66×, ladder rising)"
2020-06-12,NFL,fresh signal REFUSED — falling earnings power
2020-06-12,RCF,RAISE STOP ₹35.25 → ₹40.28 (new box ₹42.40–₹46.20 sealed)
2020-06-12,RECLTD,fresh signal REFUSED — falling earnings power
2020-06-15,CAPLIPOINT,"BUY ₹9.56 at ₹383.80 (fresh Friday signal — BUY: 5.39× weekly, month 2.09×, ladder rising; stop ₹291.46; charges ₹0.01)"
2020-06-19,ADVENZYMES,RAISE STOP ₹126.20 → ₹149.98 (new box ₹158.50–₹186.90 sealed)
2020-06-19,APOLLO,RAISE STOP ₹7.57 → ₹8.34 (new box ₹9.09–₹11.60 sealed)
2020-06-19,EIDPARRY,RAISE STOP ₹132.60 → ₹204.49 (new box ₹215.25–₹237.80 sealed)
2020-06-19,LLOYDSENGG,RAISE STOP ₹0.46 → ₹0.71 (new box ₹0.77–₹0.96 sealed)
2020-06-26,EIDPARRY,RAISE STOP ₹204.49 → ₹249.19 (new box ₹262.30–₹279.80 sealed)
2020-07-03,APLLTD,RAISE STOP ₹785.37 → ₹830.30 (new box ₹874.00–₹983.15 sealed)
2020-07-03,APOLLO,RAISE STOP ₹8.34 → ₹9.39 (new box ₹10.01–₹12.09 sealed)
2020-07-03,DEEPAKFERT,RAISE STOP ₹88.52 → ₹102.48 (new box ₹107.87–₹118.29 sealed)
2020-07-03,RCF,RAISE STOP ₹40.28 → ₹43.23 (new box ₹45.50–₹49.35 sealed)
2020-07-03,SYNGENE,RAISE STOP ₹323.19 → ₹375.25 (new box ₹395.00–₹424.00 sealed)
2020-07-07,IGL,"SELL ₹6.88 at stop ₹208.81 (-10.6%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-07-10,ASTRAMICRO,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.56× weekly, month 8.68×, ladder rising)"
2020-07-10,BAJAJHLDNG,fresh signal REFUSED — falling earnings power
2020-07-10,BAJFINANCE,fresh signal REFUSED — falling earnings power
2020-07-10,BDL,"fresh signal NOT FUNDED — cash exhausted (BUY: 13.63× weekly, month 26.10×, ladder rising)"
2020-07-10,BRIGADE,fresh signal REFUSED — falling earnings power
2020-07-10,CANBK,fresh signal REFUSED — falling earnings power
2020-07-10,ELECON,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.77× weekly, month 3.10×, ladder rising)"
2020-07-10,ELGIEQUIP,fresh signal REFUSED — falling earnings power
2020-07-10,FSL,fresh signal REFUSED — falling earnings power
2020-07-10,GHCL,fresh signal REFUSED — falling earnings power
2020-07-10,GNFC,fresh signal REFUSED — falling earnings power
2020-07-10,GODREJAGRO,fresh signal REFUSED — falling earnings power
2020-07-10,GREAVESCOT,fresh signal REFUSED — falling earnings power
2020-07-10,HINDCOPPER,fresh signal REFUSED — falling earnings power
2020-07-10,HUDCO,fresh signal REFUSED — falling earnings power
2020-07-10,ICIL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.81× weekly, month 2.18×, ladder rising)"
2020-07-10,IRB,fresh signal REFUSED — falling earnings power
2020-07-10,ITI,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.50× weekly, month 5.16×, ladder rising)"
2020-07-10,JKPAPER,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.06× weekly, month 2.42×, ladder rising)"
2020-07-10,JKTYRE,fresh signal REFUSED — falling earnings power
2020-07-10,JMFINANCIL,fresh signal REFUSED — falling earnings power
2020-07-10,KTKBANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.68× weekly, month 3.85×, ladder rising)"
2020-07-10,LINDEINDIA,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.60× weekly, month 3.63×, ladder rising)"
2020-07-10,LTFOODS,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.53× weekly, month 3.67×, ladder rising)"
2020-07-10,MAHABANK,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.26× weekly, month 7.17×, ladder rising)"
2020-07-10,MAHSEAMLES,fresh signal REFUSED — falling earnings power
2020-07-10,MOIL,fresh signal REFUSED — falling earnings power
2020-07-10,NATCOPHARM,fresh signal REFUSED — falling earnings power
2020-07-10,NATIONALUM,fresh signal REFUSED — falling earnings power
2020-07-10,NFL,fresh signal REFUSED — falling earnings power
2020-07-10,POLYMED,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.50× weekly, month 2.13×, ladder rising)"
2020-07-10,SAIL,fresh signal REFUSED — falling earnings power
2020-07-10,SKFINDIA,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.84× weekly, month 2.45×, ladder rising)"
2020-07-10,SMLMAH,fresh signal REFUSED — falling earnings power
2020-07-10,TARIL,fresh signal REFUSED — falling earnings power
2020-07-10,WELCORP,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.19× weekly, month 2.21×, ladder rising)"
2020-07-13,HAL,"BUY ₹6.88 at ₹475.00 (fresh Friday signal — BUY: 14.34× weekly, month 18.24×, ladder rising; stop ₹353.71; charges ₹0.01)"
2020-07-24,EIDPARRY,RAISE STOP ₹249.19 → ₹273.03 (new box ₹287.40–₹313.80 sealed)
2020-07-24,HAL,RAISE STOP ₹353.71 → ₹382.05 (new box ₹412.50–₹514.00 sealed)
2020-07-24,RCF,RAISE STOP ₹43.23 → ₹43.37 (new box ₹45.65–₹48.70 sealed)
2020-07-31,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.70× weekly, month 2.11×, ladder rising)"
2020-07-31,ALOKINDS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.86× weekly, month 5.90×, ladder rising)"
2020-07-31,APLLTD,"RAISE STOP ₹830.30 → ₹903.45 (new box ₹951.00–₹1,045.00 sealed)"
2020-07-31,CDSL,fresh signal REFUSED — falling earnings power
2020-07-31,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.45× weekly, month 2.59×, ladder rising)"
2020-07-31,ICIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.00× weekly, month 4.24×, ladder rising)"
2020-07-31,KIRLOSBROS,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.32× weekly, month 10.27×, ladder rising)"
2020-07-31,LAURUSLABS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.48× weekly, month 4.23×, ladder rising)"
2020-07-31,LLOYDSENGG,"SELL ₹11.20 at stop ₹0.71 (+13.6%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-07-31,LTFOODS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.07× weekly, month 2.10×, ladder rising)"
2020-07-31,LTM,fresh signal REFUSED — falling earnings power
2020-07-31,MPHASIS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.48× weekly, month 2.89×, ladder rising)"
2020-07-31,NATCOPHARM,fresh signal REFUSED — falling earnings power
2020-07-31,NEULANDLAB,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.75× weekly, month 4.31×, ladder rising)"
2020-07-31,PERSISTENT,fresh signal REFUSED — falling earnings power
2020-07-31,POLYMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.30× weekly, month 5.87×, ladder rising)"
2020-07-31,SHILPAMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.83× weekly, month 2.83×, ladder rising)"
2020-07-31,TECHM,fresh signal REFUSED — falling earnings power
2020-07-31,VIYASH,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.88× weekly, month 4.01×, ladder rising)"
2020-07-31,ZENSARTECH,fresh signal REFUSED — falling earnings power
2020-08-03,ZENTEC,"BUY ₹11.20 at ₹58.80 (fresh Friday signal — ACCUMULATE: 4.33× weekly, month 4.91×, ladder rising; stop ₹42.67; charges ₹0.01)"
2020-08-07,RCF,RAISE STOP ₹43.37 → ₹43.89 (new box ₹46.20–₹50.95 sealed)
2020-08-14,ADVENZYMES,RAISE STOP ₹149.98 → ₹194.75 (new box ₹205.00–₹224.75 sealed)
2020-08-14,DEEPAKFERT,RAISE STOP ₹102.48 → ₹135.30 (new box ₹142.78–₹167.69 sealed)
2020-08-14,SYNGENE,RAISE STOP ₹375.25 → ₹434.44 (new box ₹457.30–₹504.00 sealed)
2020-08-17,EIDPARRY,"SELL ₹13.84 at stop ₹273.03 (+37.9%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-08-21,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.25× weekly, month 7.59×, ladder rising)"
2020-08-21,ASHOKLEY,fresh signal REFUSED — falling earnings power
2020-08-21,ATUL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.77× weekly, month 1.68×, ladder rising)"
2020-08-21,BALAMINES,fresh signal REFUSED — falling earnings power
2020-08-21,BLS,fresh signal REFUSED — falling earnings power
2020-08-21,BRIGADE,fresh signal REFUSED — falling earnings power
2020-08-21,BSOFT,fresh signal REFUSED — falling earnings power
2020-08-21,CAPLIPOINT,RAISE STOP ₹291.46 → ₹454.79 (new box ₹508.15–₹686.00 sealed)
2020-08-21,CCL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.70× weekly, month 1.56×, ladder rising)"
2020-08-21,DBL,fresh signal REFUSED — falling earnings power
2020-08-21,EMBDL,fresh signal REFUSED — falling earnings power
2020-08-21,EPL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.66× weekly, month 2.55×, ladder rising)"
2020-08-21,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.93× weekly, month 3.48×, ladder rising)"
2020-08-21,GRASIM,fresh signal REFUSED — falling earnings power
2020-08-21,GRAVITA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.54× weekly, month 3.27×, ladder rising)"
2020-08-21,IMFA,fresh signal REFUSED — falling earnings power
2020-08-21,IRB,fresh signal REFUSED — falling earnings power
2020-08-21,LUMAXTECH,fresh signal REFUSED — falling earnings power
2020-08-21,MAHABANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.09× weekly, month 4.45×, ladder rising)"
2020-08-21,PNBHOUSING,fresh signal REFUSED — falling earnings power
2020-08-21,PRICOLLTD,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.26× weekly, month 2.29×, ladder rising)"
2020-08-21,RCF,RAISE STOP ₹43.89 → ₹45.84 (new box ₹48.25–₹53.50 sealed)
2020-08-21,RHIM,fresh signal REFUSED — falling earnings power
2020-08-21,RTNINDIA,fresh signal REFUSED — falling earnings power
2020-08-21,SARDAEN,fresh signal REFUSED — falling earnings power
2020-08-21,TANLA,fresh signal REFUSED — falling earnings power
2020-08-21,TATAPOWER,fresh signal REFUSED — falling earnings power
2020-08-21,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-08-21,TORNTPOWER,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.91× weekly, month 1.68×, ladder rising)"
2020-08-21,TRIVENI,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.72× weekly, month 2.23×, ladder rising)"
2020-08-21,USHAMART,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.52× weekly, month 1.67×, ladder rising)"
2020-08-21,WABAG,fresh signal REFUSED — falling earnings power
2020-08-21,ZENTEC,RAISE STOP ₹42.67 → ₹80.56 (new box ₹84.80–₹92.35 sealed)
2020-08-21,ZFCVINDIA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.22× weekly, month 1.75×, ladder rising)"
2020-08-24,THYROCARE,"BUY ₹13.84 at ₹263.35 (fresh Friday signal — BUY: 7.09× weekly, month 4.48×, ladder rising; stop ₹199.77; charges ₹0.02)"
2020-08-28,APLLTD,"RAISE STOP ₹903.45 → ₹928.62 (new box ₹977.50–₹1,049.00 sealed)"
2020-08-31,ZENTEC,"SELL ₹15.31 at stop ₹80.56 (+37.0%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-09-01,APLLTD,"SELL ₹11.56 at stop ₹928.62 (+19.9%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-09-04,ASHAPURMIN,fresh signal REFUSED — falling earnings power
2020-09-04,CDSL,fresh signal REFUSED — falling earnings power
2020-09-04,DEEPAKFERT,RAISE STOP ₹135.30 → ₹149.57 (new box ₹158.24–₹187.13 sealed)
2020-09-04,ELECTCAST,fresh signal REFUSED — falling earnings power
2020-09-04,GRASIM,fresh signal REFUSED — falling earnings power
2020-09-04,IFBIND,fresh signal REFUSED — falling earnings power
2020-09-04,JMFINANCIL,fresh signal REFUSED — falling earnings power
2020-09-04,THYROCARE,RAISE STOP ₹199.77 → ₹235.03 (new box ₹247.40–₹282.30 sealed)
2020-09-04,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-09-07,INDIAMART,"BUY ₹12.87 at ₹2,124.50 (fresh Friday signal — BUY: 2.46× weekly, month 1.96×, ladder rising; stop ₹1,655.61; charges ₹0.02)"
2020-09-07,POLYMED,"BUY ₹12.96 at ₹449.70 (fresh Friday signal — BUY: 2.13× weekly, month 2.66×, ladder rising; stop ₹372.40; charges ₹0.02)"
2020-09-09,RCF,"SELL ₹11.31 at stop ₹45.84 (+14.9%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-09-11,ASHAPURMIN,fresh signal REFUSED — falling earnings power
2020-09-11,ATGL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.66× weekly, month 1.67×, ladder rising)"
2020-09-11,DATAMATICS,fresh signal REFUSED — falling earnings power
2020-09-11,POLYMED,RAISE STOP ₹372.40 → ₹408.50 (new box ₹430.00–₹497.70 sealed)
2020-09-11,SCHAEFFLER,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.07× weekly, month 1.89×, ladder rising)"
2020-09-11,STAR,fresh signal REFUSED — falling earnings power
2020-09-11,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-09-14,GLAXO,"BUY ₹12.35 at ₹1,675.00 (fresh Friday signal — BUY: 2.55× weekly, month 2.05×, ladder rising; stop ₹1,437.44; charges ₹0.01)"
2020-09-18,ADVENZYMES,RAISE STOP ₹194.75 → ₹212.37 (new box ₹223.55–₹238.55 sealed)
2020-09-18,CAPLIPOINT,RAISE STOP ₹454.79 → ₹486.88 (new box ₹512.50–₹552.70 sealed)
2020-09-18,HAL,RAISE STOP ₹382.05 → ₹390.57 (new box ₹411.12–₹439.43 sealed)
2020-09-18,INDIAMART,"RAISE STOP ₹1,655.61 → ₹2,099.50 (new box ₹2,210.00–₹2,461.60 sealed)"
2020-09-22,DEEPAKFERT,"SELL ₹14.48 at stop ₹149.57 (+48.0%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-09-22,HAL,"SELL ₹5.64 at stop ₹390.57 (-17.8%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-09-25,CAPLIPOINT,RAISE STOP ₹486.88 → ₹498.06 (new box ₹525.05–₹615.00 sealed)
2020-09-25,ELECTCAST,fresh signal REFUSED — falling earnings power
2020-09-25,KPITTECH,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.60× weekly, month 3.03×, ladder rising)"
2020-09-25,SYNGENE,RAISE STOP ₹434.44 → ₹501.60 (new box ₹528.00–₹594.95 sealed)
2020-09-28,HCLTECH,"BUY ₹13.83 at ₹838.40 (fresh Friday signal — BUY: 2.61× weekly, month 2.34×, ladder rising; stop ₹740.29; charges ₹0.02)"
2020-10-01,GLAXO,"RAISE STOP ₹1,437.44 → ₹1,441.55 (new box ₹1,526.00–₹1,807.50 sealed)"
2020-10-01,POLYMED,RAISE STOP ₹408.50 → ₹420.11 (new box ₹443.00–₹519.30 sealed)
2020-10-09,HCLTECH,RAISE STOP ₹740.29 → ₹766.75 (new box ₹807.10–₹844.75 sealed)
2020-10-09,INDIAMART,"RAISE STOP ₹2,099.50 → ₹2,315.62 (new box ₹2,437.50–₹2,743.75 sealed)"
2020-10-16,THYROCARE,RAISE STOP ₹235.03 → ₹311.14 (new box ₹327.80–₹383.33 sealed)
2020-10-19,INDIAMART,"SELL ₹14.00 at stop ₹2,315.62 (+9.0%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-10-23,ADVENZYMES,RAISE STOP ₹212.37 → ₹292.33 (new box ₹313.65–₹384.70 sealed)
2020-10-23,AMBER,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.70× weekly, month 2.63×, ladder rising)"
2020-10-23,BBOX,fresh signal REFUSED — falling earnings power
2020-10-23,CEATLTD,fresh signal REFUSED — falling earnings power
2020-10-23,GAEL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.82× weekly, month 1.98×, ladder rising)"
2020-10-23,GOKEX,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.02× weekly, month 1.72×, ladder rising)"
2020-10-23,HCLTECH,RAISE STOP ₹766.75 → ₹779.57 (new box ₹820.60–₹910.70 sealed)
2020-10-23,NEWGEN,fresh signal REFUSED — falling earnings power
2020-10-23,OPTIEMUS,fresh signal REFUSED — falling earnings power
2020-10-23,POONAWALLA,fresh signal REFUSED — falling earnings power
2020-10-26,JUSTDIAL,"BUY ₹14.04 at ₹584.00 (fresh Friday signal — BUY: 4.99× weekly, month 1.82×, ladder rising; stop ₹383.80; charges ₹0.02)"
2020-10-30,BBOX,fresh signal REFUSED — falling earnings power
2020-10-30,BLUEDART,fresh signal REFUSED — falling earnings power
2020-10-30,CAPLIPOINT,"SELL ₹12.37 at stop ₹498.06 (+29.8%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-10-30,ELECTCAST,fresh signal REFUSED — falling earnings power
2020-11-02,GLAXO,"SELL ₹10.60 at stop ₹1,441.55 (-13.9%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-11-02,KPRMILL,"BUY ₹13.68 at ₹151.00 (fresh Friday signal — BUY: 2.37× weekly, month 3.11×, ladder rising; stop ₹108.58; charges ₹0.02)"
2020-11-03,ADVENZYMES,"SELL ₹18.02 at stop ₹292.33 (+82.8%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-11-06,FINPIPE,fresh signal REFUSED — falling earnings power
2020-11-06,KPRMILL,RAISE STOP ₹108.58 → ₹134.58 (new box ₹141.66–₹156.80 sealed)
2020-11-06,MRF,fresh signal REFUSED — falling earnings power
2020-11-06,SAREGAMA,fresh signal REFUSED — falling earnings power
2020-11-06,THYROCARE,RAISE STOP ₹311.14 → ₹338.83 (new box ₹356.67–₹404.00 sealed)
2020-11-09,BORORENEW,"BUY ₹13.89 at ₹99.70 (fresh Friday signal — ACCUMULATE: 1.74× weekly, month 1.65×, ladder rising; stop ₹77.16; charges ₹0.02)"
2020-11-12,THYROCARE,"SELL ₹17.77 at stop ₹338.83 (+28.7%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-11-14,APOLLO,RAISE STOP ₹9.39 → ₹10.21 (new box ₹10.74–₹11.87 sealed)
2020-11-14,JUSTDIAL,RAISE STOP ₹383.80 → ₹523.11 (new box ₹568.00–₹717.65 sealed)
2020-11-14,MRF,fresh signal REFUSED — falling earnings power
2020-11-14,SAREGAMA,fresh signal REFUSED — falling earnings power
2020-11-17,PIIND,"BUY ₹14.05 at ₹2,348.20 (fresh Friday signal — ACCUMULATE: 1.62× weekly, month 1.81×, ladder rising; stop ₹2,107.67; charges ₹0.02)"
2020-11-17,TRENT,"BUY ₹14.07 at ₹755.00 (fresh Friday signal — ACCUMULATE: 3.32× weekly, month 1.93×, ladder rising; stop ₹551.90; charges ₹0.02)"
2020-11-20,HFCL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.09× weekly, month 1.77×, ladder rising)"
2020-11-20,IMFA,fresh signal REFUSED — falling earnings power
2020-11-20,MRF,fresh signal REFUSED — falling earnings power
2020-11-23,ATGL,"BUY ₹9.33 at ₹358.00 (fresh Friday signal — BUY: 4.86× weekly, month 2.02×, ladder rising; stop ₹219.69; charges ₹0.01)"
2020-11-27,BORORENEW,RAISE STOP ₹77.16 → ₹106.40 (new box ₹112.00–₹122.00 sealed)
2020-11-27,KPRMILL,RAISE STOP ₹134.58 → ₹148.69 (new box ₹156.52–₹168.80 sealed)
2020-12-04,ATGL,RAISE STOP ₹219.69 → ₹295.81 (new box ₹311.95–₹365.75 sealed)
2020-12-11,BORORENEW,RAISE STOP ₹106.40 → ₹123.97 (new box ₹130.50–₹140.70 sealed)
2020-12-11,TRENT,RAISE STOP ₹551.90 → ₹626.30 (new box ₹668.45–₹808.95 sealed)
2020-12-18,APOLLO,RAISE STOP ₹10.21 → ₹11.88 (new box ₹12.50–₹13.48 sealed)
2020-12-18,ATGL,RAISE STOP ₹295.81 → ₹332.60 (new box ₹350.10–₹382.65 sealed)
2020-12-18,KPRMILL,RAISE STOP ₹148.69 → ₹156.39 (new box ₹164.62–₹179.49 sealed)
2020-12-18,SYNGENE,RAISE STOP ₹501.60 → ₹562.40 (new box ₹592.00–₹624.95 sealed)
2020-12-21,APOLLO,"SELL ₹13.38 at stop ₹11.88 (+36.6%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-12-21,ATGL,"SELL ₹8.65 at stop ₹332.60 (-7.1%, charges ₹0.01) — the cash goes back to work at the next Friday screen"
2020-12-22,SYNGENE,"SELL ₹16.88 at stop ₹562.40 (+76.3%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-12-24,ACE,fresh signal REFUSED — falling earnings power
2020-12-24,ASAHIINDIA,fresh signal REFUSED — falling earnings power
2020-12-24,ASHAPURMIN,fresh signal REFUSED — falling earnings power
2020-12-24,ASTRAL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.83× weekly, month 1.68×, ladder rising)"
2020-12-24,AURIONPRO,fresh signal REFUSED — falling earnings power
2020-12-24,BEML,fresh signal REFUSED — falling earnings power
2020-12-24,BORORENEW,RAISE STOP ₹123.97 → ₹148.20 (new box ₹156.00–₹181.00 sealed)
2020-12-24,DATAMATICS,fresh signal REFUSED — falling earnings power
2020-12-24,ERIS,fresh signal REFUSED — falling earnings power
2020-12-24,HFCL,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.33× weekly, month 3.93×, ladder rising)"
2020-12-24,JKCEMENT,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.08× weekly, month 1.76×, ladder rising)"
2020-12-24,KNRCON,fresh signal REFUSED — falling earnings power
2020-12-24,PCJEWELLER,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.75× weekly, month 3.02×, ladder rising)"
2020-12-24,SAIL,fresh signal REFUSED — falling earnings power
2020-12-24,SURYAROSNI,fresh signal REFUSED — falling earnings power
2020-12-24,TDPOWERSYS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.71× weekly, month 2.20×, ladder rising)"
2020-12-28,GRAVITA,"BUY ₹16.07 at ₹69.65 (fresh Friday signal — BUY: 2.45× weekly, month 4.29×, ladder rising; stop ₹46.41; charges ₹0.02)"
