,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-32.0,-13.0,24.0,-48.0,-38.0,71.0,111.0,16.0,51.0,217.0,57.0,173.0
Cash from Investing Activity,,-3.0,-15.0,-6.0,-13.0,-7.0,-21.0,-98.0,-4.0,-70.0,-345.0,-10.0,-103.0
Cash from Financing Activity,,36.0,29.0,-20.0,59.0,45.0,-50.0,-10.0,-14.0,20.0,164.0,-75.0,-73.0
Net Cash Flow,,1.0,1.0,-2.0,-2.0,-0.0,1.0,3.0,-2.0,1.0,36.0,-27.0,-3.0
Free Cash Flow,,-36.0,-29.0,19.0,-62.0,-47.0,50.0,103.0,-27.0,3.0,106.0,-88.0,105.0
CFO/OP,,-244.0,-50.0,120.0,-87.0,-41.0,117.0,-1991.0,32.0,44.0,98.0,43.0,82.0
Profit from operations,Cash from Operating Activity,13.0,19.0,27.0,45.0,54.0,76.0,3.0,63.0,204.0,285.0,230.0,282.0
Receivables,Cash from Operating Activity,-13.0,-18.0,-5.0,-40.0,-43.0,-9.0,49.0,-40.0,-55.0,3.0,-77.0,-18.0
Inventory,Cash from Operating Activity,-13.0,-17.0,-18.0,-28.0,-64.0,27.0,46.0,-32.0,-120.0,-3.0,-81.0,20.0
Payables,Cash from Operating Activity,-15.0,7.0,25.0,-6.0,32.0,-8.0,10.0,30.0,67.0,-15.0,48.0,-32.0
Loans Advances,Cash from Operating Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Deposits,Cash from Operating Activity,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,0.0,0.0,1.0,-7.0,-1.0,-1.0,3.0,-3.0,-8.0,2.0,-22.0,-30.0
Working capital changes,Cash from Operating Activity,-42.0,-28.0,4.0,-81.0,-76.0,8.0,107.0,-45.0,-117.0,-13.0,-133.0,-60.0
Direct taxes,Cash from Operating Activity,-2.0,-4.0,-5.0,-11.0,-17.0,-13.0,1.0,-3.0,-36.0,-55.0,-39.0,-49.0
Other operating items,Cash from Operating Activity,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional CF items,Cash from Operating Activity,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-4.0,-16.0,-5.0,-15.0,-9.0,-21.0,-8.0,-44.0,-50.0,-111.0,-145.0,-70.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0
Investments purchased,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.0,0.0,-7.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0
Interest received,Cash from Investing Activity,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,8.0,20.0,18.0
Dividends received,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,0.0,1.0,-2.0,1.0,2.0,0.0,-90.0,33.0,-26.0,-96.0,-34.0,-46.0
Proceeds from shares,Cash from Financing Activity,62.18,7.43,0.0,50.73,1.43,0.89,0.53,0.13,0.31,0.75,0.64,0.4
Proceeds from debentures,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,74.41,0.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,0.0,24.65,1.18,16.57,49.9,0.1,0.15,5.69,51.19,0.0,0.0,0.0
Repayment of borrowings,Cash from Financing Activity,-21.44,0.0,-16.56,-4.24,-0.59,-29.41,-72.05,-4.35,-1.84,-18.59,-21.63,-19.8
Interest paid fin,Cash from Financing Activity,-2.98,-2.62,-3.54,-2.86,-4.56,-10.28,-5.82,-5.0,-7.93,-2.47,-8.86,-8.64
Dividends paid,Cash from Financing Activity,0.0,-0.48,0.0,0.0,-1.34,-1.34,0.0,0.0,-5.35,-10.63,-14.61,-17.07
Financial liabilities,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,-9.68,-7.58,-10.37,-16.75,-33.56,-30.64,-27.87
Other financing items,Cash from Financing Activity,-1.73,0.0,-0.58,-0.98,0.0,0.0,0.0,-0.2,0.0,228.96,0.0,0.0
