,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,3074.0,9253.0,8496.0,8435.0,11841.0,10710.0,11556.0
Expenses,,3059.0,9323.0,8726.0,8471.0,11705.0,10578.0,11488.0
Operating Profit,,15.0,-71.0,-230.0,-36.0,136.0,131.0,68.0
OPM %,,0.0,-1.0,-3.0,-0.0,1.0,1.0,1.0
Other Income,,104.0,184.0,256.0,155.0,11.0,19.0,73.0
Interest,,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Depreciation,,8.0,13.0,17.0,19.0,23.0,22.0,0.0
Profit before tax,,105.0,95.0,10.0,100.0,124.0,128.0,141.0
Tax %,,0.0,0.0,0.0,9.0,9.0,9.0,10.0
Net Profit,,105.0,95.0,10.0,91.0,113.0,117.0,127.0
EPS in Rs,,1.11,1.0,0.11,0.96,1.19,1.23,1.33
Dividend Payout %,,0.0,0.0,278.0,31.0,34.0,32.0,0.0
Sales Growth %,Sales,,200.99,-8.17,-0.72,40.38,-9.56,7.9
Manufacturing Cost %,Expenses,7.0,85.0,90.0,88.0,90.0,88.0,0.0
Employee Cost %,Expenses,10.0,4.0,5.0,6.0,5.0,6.0,7.0
Other Cost %,Expenses,83.0,12.0,8.0,7.0,4.0,5.0,93.0
Other income normal,Other Income,104.0,184.0,256.0,155.0,11.0,19.0,73.0
Exceptional items AT,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit excl Excep,Net Profit,105.0,95.0,10.0,91.0,113.0,117.0,127.0
Profit for PE,Net Profit,105.0,95.0,10.0,91.0,113.0,117.0,127.0
Profit for EPS,Net Profit,105.0,95.0,10.0,91.0,113.0,117.0,127.0
Profit Growth %,Net Profit,,-10.0,-89.0,791.0,24.0,3.0,8.0
