,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,15853.0,16244.0,16039.0,17115.0,19182.0,21401.0,39108.0,38888.0,44985.0,55650.0,62039.0,67504.0
Interest,,11390.0,11795.0,10891.0,10851.0,12167.0,13798.0,23439.0,22129.0,24717.0,32341.0,36826.0,40539.0
Expenses,,4219.0,5128.0,6144.0,6998.0,8289.0,9238.0,18029.0,20285.0,21577.0,20342.0,19818.0,20710.0
Financing Profit,,245.0,-679.0,-996.0,-734.0,-1273.0,-1634.0,-2360.0,-3526.0,-1309.0,2967.0,5395.0,6255.0
Financing Margin %,,2.0,-4.0,-6.0,-4.0,-7.0,-8.0,-6.0,-9.0,-3.0,5.0,9.0,9.0
Other Income,,1372.0,1789.0,2222.0,2417.0,1891.0,3326.0,6111.0,7380.0,7804.0,8582.0,10011.0,10829.0
Depreciation,,139.0,151.0,166.0,237.0,259.0,314.0,637.0,601.0,532.0,531.0,543.0,609.0
Profit before tax,,1478.0,958.0,1060.0,1445.0,359.0,1377.0,3115.0,3253.0,5963.0,11017.0,14864.0,16475.0
Tax %,,31.0,25.0,-33.0,13.0,11.0,45.0,3.0,-23.0,11.0,26.0,26.0,26.0
Net Profit,,1051.0,752.0,1455.0,1311.0,381.0,862.0,3151.0,4144.0,5574.0,8423.0,11264.0,11707.0
EPS in Rs,,21.84,15.64,30.25,27.29,7.91,14.15,27.88,33.26,44.74,62.51,83.61,86.89
Dividend Payout %,,19.0,10.0,20.0,0.0,0.0,0.0,7.0,20.0,19.0,19.0,19.0,21.0
Manufacturing Cost %,Expenses,0.43,0.45,0.58,0.55,0.5,0.44,0.52,0.63,0.43,0.45,0.44,0.42
Employee Cost %,Expenses,11.02,12.38,12.45,12.3,11.62,11.58,16.4,17.33,16.85,16.75,16.08,16.12
Other Cost %,Expenses,15.16,18.74,25.27,28.03,31.1,31.14,29.19,34.2,30.68,19.35,15.42,14.14
Exceptional items,Other Income,-2.0,-2.0,-1.0,-2.0,-2.0,1.0,-0.0,3.0,0.0,-2.0,2.0,0.0
Other income normal,Other Income,1374.0,1791.0,2223.0,2419.0,1893.0,3325.0,6112.0,7377.0,7804.0,8584.0,10010.0,10828.0
Profit from Associates,Net Profit,37.0,38.0,42.0,48.0,60.0,104.0,135.0,150.0,243.0,293.0,270.0,-520.0
Minority share,Net Profit,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-3.0,-3.0,-2.0
Exceptional items AT,Net Profit,-1.0,-2.0,-1.0,-2.0,-2.0,1.0,-0.0,3.0,0.0,-2.0,2.0,0.0
Profit excl Excep,Net Profit,1052.0,754.0,1456.0,1313.0,382.0,861.0,3151.0,4141.0,5573.0,8424.0,11263.0,11707.0
Profit for PE,Net Profit,1050.0,753.0,1454.0,1313.0,382.0,861.0,3150.0,4139.0,5572.0,8421.0,11260.0,11704.0
Profit for EPS,Net Profit,1049.0,751.0,1453.0,1311.0,380.0,861.0,3149.0,4142.0,5572.0,8419.0,11261.0,11704.0
Profit Growth %,Net Profit,-12.0,-28.0,93.0,-10.0,-71.0,126.0,266.0,31.0,35.0,51.0,34.0,4.0
