,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,695.0,726.0,760.0,870.0,1217.0,1465.0,1695.0,2192.0
Expenses,,520.0,558.0,593.0,743.0,1048.0,1178.0,1285.0,1561.0
Operating Profit,,176.0,168.0,167.0,126.0,169.0,287.0,410.0,631.0
OPM %,,25.0,23.0,22.0,15.0,14.0,20.0,24.0,29.0
Other Income,,6.0,18.0,27.0,28.0,27.0,29.0,35.0,41.0
Interest,,24.0,22.0,33.0,54.0,81.0,88.0,78.0,39.0
Depreciation,,44.0,55.0,80.0,90.0,99.0,119.0,139.0,167.0
Profit before tax,,113.0,109.0,82.0,10.0,16.0,109.0,228.0,466.0
Tax %,,35.0,30.0,25.0,36.0,39.0,24.0,25.0,25.0
Net Profit,,73.0,76.0,61.0,6.0,10.0,83.0,170.0,349.0
EPS in Rs,,8.16,16.48,,,,,,
Dividend Payout %,,0.0,0.0,0.0,1117.0,676.0,0.0,0.0,0.0
Sales Growth %,Sales,,4.37,4.74,14.44,39.97,20.38,15.66,29.38
Material Cost %,Expenses,27.16,27.87,28.79,29.83,34.72,30.42,27.49,26.04
Manufacturing Cost %,Expenses,10.38,10.46,10.29,13.09,11.19,9.45,8.71,0.0
Employee Cost %,Expenses,29.57,29.47,30.48,34.59,34.28,33.78,32.4,31.15
Other Cost %,Expenses,7.63,9.09,8.42,7.98,5.88,6.75,7.22,14.02
Exceptional items,Other Income,0.03,0.0,0.0,11.31,-0.57,0.01,-1.81,-8.0
Other income normal,Other Income,5.6,17.84,27.29,16.84,27.97,29.08,36.78,49.13
Exceptional items AT,Net Profit,0.0,0.0,0.0,11.0,-0.0,0.0,-1.0,-6.0
Profit excl Excep,Net Profit,73.0,76.0,61.0,-5.0,10.0,83.0,171.0,355.0
Profit for PE,Net Profit,73.0,76.0,61.0,-5.0,10.0,83.0,171.0,355.0
Profit for EPS,Net Profit,73.0,76.0,61.0,6.0,10.0,83.0,170.0,349.0
Profit Growth %,Net Profit,,4.0,-20.0,-108.0,301.0,711.0,107.0,107.0
