,parent_line_item,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,580.0,1643.0,1657.0,1797.0,2063.0,2395.0,2374.0,2859.0,3133.0,4106.0,4843.0,6050.0
Expenses,,499.0,1452.0,1444.0,1526.0,1713.0,2023.0,1965.0,2457.0,2775.0,3599.0,4169.0,5029.0
Operating Profit,,81.0,191.0,214.0,270.0,351.0,372.0,409.0,402.0,359.0,507.0,674.0,1021.0
OPM %,,14.0,12.0,13.0,15.0,17.0,16.0,17.0,14.0,11.0,12.0,14.0,17.0
Other Income,,30.0,41.0,18.0,27.0,13.0,-15.0,14.0,7.0,25.0,15.0,5.0,1.0
Interest,,39.0,85.0,81.0,69.0,36.0,32.0,22.0,13.0,22.0,60.0,74.0,64.0
Depreciation,,16.0,43.0,42.0,41.0,42.0,53.0,54.0,65.0,71.0,114.0,140.0,153.0
Profit before tax,,57.0,103.0,109.0,188.0,286.0,273.0,347.0,332.0,291.0,348.0,465.0,805.0
Tax %,,20.0,24.0,26.0,34.0,34.0,17.0,24.0,25.0,24.0,25.0,26.0,25.0
Net Profit,,45.0,78.0,80.0,124.0,194.0,229.0,277.0,263.0,220.0,262.0,346.0,604.0
EPS in Rs,,0.94,5.87,6.03,9.3,14.55,17.16,20.75,19.69,16.48,19.61,25.83,45.14
Dividend Payout %,,11.0,14.0,13.0,11.0,8.0,12.0,12.0,15.0,18.0,15.0,15.0,20.0
Sales Growth %,Sales,24.58,,0.87,8.42,14.85,16.05,-0.86,20.44,9.59,31.03,17.95,24.94
Material Cost %,Expenses,30.0,54.0,33.0,27.0,24.0,27.0,27.0,29.0,29.0,33.0,34.0,55.0
Manufacturing Cost %,Expenses,22.0,4.0,27.0,30.0,30.0,29.0,28.0,30.0,34.0,30.0,28.0,0.0
Employee Cost %,Expenses,7.0,8.0,9.0,9.0,8.0,8.0,5.0,5.0,5.0,5.0,4.0,4.0
Other Cost %,Expenses,26.0,22.0,19.0,19.0,21.0,21.0,23.0,22.0,20.0,20.0,19.0,24.0
Profit from Associates,Net Profit,0.0,0.0,0.0,0.0,6.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,1.0,-2.0,-1.0,-0.0,0.0,-18.0,0.0,0.0,1.0,0.0,0.0,-12.0
Profit excl Excep,Net Profit,44.0,80.0,81.0,124.0,194.0,247.0,277.0,263.0,219.0,262.0,346.0,617.0
Profit for PE,Net Profit,44.0,80.0,81.0,124.0,194.0,247.0,277.0,263.0,219.0,262.0,346.0,617.0
Profit for EPS,Net Profit,45.0,78.0,80.0,124.0,194.0,229.0,277.0,263.0,220.0,262.0,346.0,604.0
Profit Growth %,Net Profit,-0.0,,1.0,53.0,56.0,27.0,12.0,-5.0,-17.0,20.0,32.0,79.0
