nse_symbol,status
AEGISVOPAK,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
AFCONS,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
AFFLE,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
AJANTPHARM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ALKEM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ABDL,"ok:standalone:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ARE&M,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
AMBER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
AMBUJACEM,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ANANDRATHI,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
ANANTRAJ,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ANGELONE,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
ANTHEM,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
ANURAS,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
APARINDS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
APOLLOHOSP,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
APOLLOTYRE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
APTUS,"ok:consolidated:headline=12:cols=10;schedules=Expenses=3,Other Income=1,Net Profit=4"
ASAHIINDIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ASHOKLEY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ASIANPAINT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ASTERDM,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ASTRAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
ATHERENERG,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ATUL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
AUROPHARMA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
AIIL,"ok:consolidated:headline=12:cols=4;schedules=Expenses=4,Other Income=2,Net Profit=HTTP429"
DMART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
AXISBANK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
BEML,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
BLS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
BSE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
BAJAJ-AUTO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
BAJFINANCE,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=6"
BAJAJFINSV,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=7"
BAJAJHLDNG,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
BAJAJHFL,"ok:standalone:headline=12:cols=7;schedules=Expenses=3,Other Income=2,Net Profit=5"
BALKRISIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
BALRAMCHIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BANDHANBNK,"ok:standalone:headline=12:cols=11;schedules=Expenses=3,Other Income=2,Net Profit=5"
BANKBARODA,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
BANKINDIA,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
MAHABANK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
BATAINDIA,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
BAYERCROP,"ok:consolidated:headline=12:cols=2;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BELRISE,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
BERGEPAINT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BDL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
BEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
BHARATFORG,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
BHEL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BPCL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
BHARTIARTL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
BHARTIHEXA,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=5"
BIKAJI,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GROWW,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
BIOCON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
BSOFT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
BLUEDART,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
BLUEJET,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
BLUESTARCO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
BBTC,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
BOSCHLTD,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
FIRSTCRY,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
BRIGADE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
BRITANNIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
MAPMYINDIA,"ok:standalone:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CCL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CESC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CGPOWER,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
CIEINDIA,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CRISIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CAMS,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=3,Other Income=2,Net Profit=6"
CANFINHOME,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
CANBK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
CANHLIFE,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=3,Other Income=1,Net Profit=5"
CAPLIPOINT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CGCL,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=5"
CARBORUNIV,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CARTRADE,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
CASTROLIND,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CEATLTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CEMPRO,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CENTRALBK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
CDSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
CHALET,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
CHAMBLFERT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CHENNPETRO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
CHOICEIN,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
CHOLAHLDNG,"ok:consolidated:headline=12:cols=12;schedules=Expenses=4,Other Income=2,Net Profit=7"
CHOLAFIN,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
CIPLA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
CUB,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=5"
CLEAN,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
COALINDIA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
COCHINSHIP,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
COFORGE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
COHANCE,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
COLPAL,"ok:consolidated:headline=12:cols=5;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CONCORDBIO,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
CONCOR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
COROMANDEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CRAFTSMAN,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
CREDITACC,"ok:consolidated:headline=12:cols=8;schedules=Expenses=3,Other Income=2,Net Profit=6"
CROMPTON,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
CUMMINSIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
CYIENT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
DCMSHRIRAM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DLF,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DOMS,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DABUR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
DALBHARAT,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DATAPATTNS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
DEEPAKFERT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
DEEPAKNTR,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
DELHIVERY,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
DEVYANI,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
DIVISLAB,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
DIXON,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
LALPATHLAB,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
DRREDDY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
EIDPARRY,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
EIHOTEL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
EICHERMOT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
ELECON,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ELGIEQUIP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
EMAMILTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
EMCURE,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
EMMVEE,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
ENDURANCE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
ENGINERSIN,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
ERIS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ESCORTS,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
ETERNAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
EXIDEIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
FACT,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
NYKAA,"ok:consolidated:headline=12:cols=9;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
FEDERALBNK,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=7"
FINCABLES,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
FSL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=6"
FIVESTAR,"ok:consolidated:headline=12:cols=5;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
FORCEMOT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
FORTIS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GAIL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
GVT&D,"ok:consolidated:headline=12:cols=1;schedules=Sales=empty,Expenses=4,Other Income=HTTP429,Net Profit=4"
GMRAIRPORT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GABRIEL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
GALLANTT,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GRSE,"ok:standalone:headline=12:cols=12;schedules=Sales=HTTP429,Expenses=4,Other Income=HTTP429,Net Profit=5"
GICRE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=6"
GILLETTE,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
GLAND,"ok:consolidated:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GLAXO,"ok:consolidated:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GLENMARK,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
MEDANTA,"ok:consolidated:headline=12:cols=10;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
GODIGIT,"ok:standalone:headline=12:cols=6;schedules=Sales=HTTP429,Expenses=3,Other Income=2,Net Profit=HTTP429"
GPIL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GODFRYPHLP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
GODREJCP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
GODREJIND,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GODREJPROP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
GRANULES,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
GRAPHITE,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GRASIM,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
GRAVITA,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
GESHIP,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
FLUOROCHEM,"ok:standalone:headline=12:cols=8;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
GMDCLTD,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
HEG,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
HBLENGINE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=7"
HCLTECH,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HDBFS,"ok:standalone:headline=12:cols=6;schedules=Expenses=3,Other Income=HTTP429,Net Profit=5"
HDFCAMC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
HDFCBANK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
HDFCLIFE,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
HAVELLS,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HEROMOTOCO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=7"
HEXT,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
HFCL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=HTTP429"
HSCL,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
HINDALCO,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HAL,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=5"
HINDCOPPER,"ok:consolidated:headline=12:cols=8;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=7"
HINDPETRO,"ok:consolidated:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=6"
HINDUNILVR,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
HINDZINC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
POWERINDIA,"ok:standalone:headline=12:cols=7;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=5"
HOMEFIRST,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=1,Net Profit=4"
HONASA,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=2,Net Profit=6"
HONAUT,"ok:standalone:headline=12:cols=11;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
HUDCO,"ok:consolidated:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
HYUNDAI,"ok:consolidated:headline=12:cols=6;schedules=Sales=1,Expenses=4,Other Income=HTTP429,Net Profit=5"
IRCTC,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=HTTP429,Other Income=2,Net Profit=HTTP429"
IRFC,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
ICICIAMC,"ok:consolidated:headline=12:cols=2;schedules=Sales=1,Expenses=2,Other Income=HTTP429,Net Profit=4"
ICICIBANK,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
ICICIGI,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
ICICIPRULI,"ok:standalone:headline=12:cols=12;schedules=Sales=1,Expenses=3,Other Income=HTTP429,Net Profit=5"
IDBI,"ok:standalone:headline=12:cols=12;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
IDFCFIRSTB,"ok:consolidated:headline=12:cols=10;schedules=Expenses=3,Other Income=2,Net Profit=HTTP429"
